id,nombre,correo,telefono,mascotas
4402,Catherine Shepherd,jesse45@example.org,7069443113,"[{'id': 894, 'nombre': 'Anna', 'especie': 'Iguana', 'raza': 'know', 'edad': 11, 'propietario': 4402}, {'id': 6416, 'nombre': 'Brittany', 'especie': 'Perro', 'raza': 'toward', 'edad': 19, 'propietario': 4402}]"
4403,Erin Cameron,jeanette31@example.com,0018012638543,"[{'id': 36, 'nombre': 'Mary', 'especie': 'Perro', 'raza': 'there', 'edad': 19, 'propietario': 4403}, {'id': 1346, 'nombre': 'Brandon', 'especie': 'Gato', 'raza': 'yes', 'edad': 3, 'propietario': 4403}, {'id': 4251, 'nombre': 'Raymond', 'especie': 'Loro', 'raza': 'important', 'edad': 17, 'propietario': 4403}, {'id': 4955, 'nombre': 'James', 'especie': 'Perro', 'raza': 'know', 'edad': 10, 'propietario': 4403}, {'id': 6285, 'nombre': 'Amanda', 'especie': 'Conejo', 'raza': 'bank', 'edad': 10, 'propietario': 4403}, {'id': 6770, 'nombre': 'David', 'especie': 'Iguana', 'raza': 'president', 'edad': 7, 'propietario': 4403}, {'id': 9075, 'nombre': 'Kenneth', 'especie': 'Perro', 'raza': 'become', 'edad': 9, 'propietario': 4403}]"
4404,Robert Powell,thomaskaren@example.com,6944181497127,"[{'id': 2590, 'nombre': 'Isaiah', 'especie': 'Perro', 'raza': 'water', 'edad': 9, 'propietario': 4404}, {'id': 2673, 'nombre': 'Shane', 'especie': 'Conejo', 'raza': 'leader', 'edad': 17, 'propietario': 4404}, {'id': 7352, 'nombre': 'Christina', 'especie': 'Iguana', 'raza': 'yourself', 'edad': 10, 'propietario': 4404}, {'id': 7513, 'nombre': 'Richard', 'especie': 'Conejo', 'raza': 'establish', 'edad': 6, 'propietario': 4404}, {'id': 9089, 'nombre': 'Sheila', 'especie': 'Perro', 'raza': 'environmental', 'edad': 20, 'propietario': 4404}]"
4405,Susan Shaffer,qbrown@example.org,4245214849,"[{'id': 6493, 'nombre': 'William', 'especie': 'Gato', 'raza': 'plan', 'edad': 13, 'propietario': 4405}, {'id': 7000, 'nombre': 'Roy', 'especie': 'Conejo', 'raza': 'the', 'edad': 17, 'propietario': 4405}]"
4406,Joe Alvarez,khooper@example.org,4458930549,"[{'id': 11126, 'nombre': 'Sara', 'especie': 'Gato', 'raza': 'even', 'edad': 10, 'propietario': 4406}]"
4407,Kaitlyn Thomas,michael15@example.net,56385294303019,"[{'id': 3505, 'nombre': 'Barbara', 'especie': 'Perro', 'raza': 'item', 'edad': 8, 'propietario': 4407}, {'id': 4108, 'nombre': 'Anita', 'especie': 'Iguana', 'raza': 'city', 'edad': 12, 'propietario': 4407}, {'id': 5119, 'nombre': 'Spencer', 'especie': 'Gato', 'raza': 'now', 'edad': 7, 'propietario': 4407}, {'id': 6822, 'nombre': 'Christopher', 'especie': 'Gato', 'raza': 'reach', 'edad': 14, 'propietario': 4407}]"
4408,James Mason,mcdonaldwilliam@example.net,4506078757,"[{'id': 4054, 'nombre': 'Julia', 'especie': 'Conejo', 'raza': 'generation', 'edad': 11, 'propietario': 4408}, {'id': 10535, 'nombre': 'Jeffrey', 'especie': 'Loro', 'raza': 'small', 'edad': 16, 'propietario': 4408}, {'id': 11190, 'nombre': 'Cody', 'especie': 'Perro', 'raza': 'clear', 'edad': 6, 'propietario': 4408}]"
4409,Aaron Mcdowell,zleonard@example.com,6319003009549,"[{'id': 5615, 'nombre': 'Nancy', 'especie': 'Conejo', 'raza': 'watch', 'edad': 1, 'propietario': 4409}, {'id': 6300, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'event', 'edad': 2, 'propietario': 4409}, {'id': 6894, 'nombre': 'George', 'especie': 'Gato', 'raza': 'teacher', 'edad': 8, 'propietario': 4409}]"
4410,Alyssa Mcbride,wadecaroline@example.net,90150200096631,"[{'id': 5147, 'nombre': 'Kim', 'especie': 'Perro', 'raza': 'pick', 'edad': 16, 'propietario': 4410}, {'id': 8472, 'nombre': 'Melissa', 'especie': 'Loro', 'raza': 'old', 'edad': 6, 'propietario': 4410}]"
4411,Hunter Montgomery,elizabeth25@example.net,4566070294389,"[{'id': 5008, 'nombre': 'Erika', 'especie': 'Perro', 'raza': 'year', 'edad': 6, 'propietario': 4411}, {'id': 9503, 'nombre': 'Candice', 'especie': 'Gato', 'raza': 'world', 'edad': 2, 'propietario': 4411}, {'id': 11731, 'nombre': 'Joshua', 'especie': 'Conejo', 'raza': 'movement', 'edad': 7, 'propietario': 4411}]"
4412,Stephen Garrison,qreyes@example.com,0017698416427,"[{'id': 7365, 'nombre': 'Katrina', 'especie': 'Gato', 'raza': 'fine', 'edad': 5, 'propietario': 4412}]"
4413,Brittany Parker,stewartisaac@example.net,5456607371,"[{'id': 575, 'nombre': 'Wendy', 'especie': 'Conejo', 'raza': 'east', 'edad': 8, 'propietario': 4413}, {'id': 3970, 'nombre': 'Lori', 'especie': 'Iguana', 'raza': 'apply', 'edad': 17, 'propietario': 4413}]"
4414,Rodney Sutton,tiffany03@example.com,9642939080,"[{'id': 7324, 'nombre': 'Lisa', 'especie': 'Gato', 'raza': 'seven', 'edad': 19, 'propietario': 4414}, {'id': 9735, 'nombre': 'Kenneth', 'especie': 'Iguana', 'raza': 'hard', 'edad': 3, 'propietario': 4414}]"
4415,Tracy Evans,jared22@example.org,8435422551,"[{'id': 7183, 'nombre': 'Todd', 'especie': 'Perro', 'raza': 'project', 'edad': 6, 'propietario': 4415}]"
4416,Karen Mckinney,munderwood@example.org,5602578233,"[{'id': 7861, 'nombre': 'Juan', 'especie': 'Perro', 'raza': 'day', 'edad': 14, 'propietario': 4416}]"
4417,Laura Evans,longjoanna@example.org,185662716113730,"[{'id': 515, 'nombre': 'William', 'especie': 'Perro', 'raza': 'me', 'edad': 1, 'propietario': 4417}, {'id': 4746, 'nombre': 'Jack', 'especie': 'Gato', 'raza': 'seek', 'edad': 3, 'propietario': 4417}]"
4418,Rebecca Carter,christinekhan@example.org,362441031604928,"[{'id': 7493, 'nombre': 'Jennifer', 'especie': 'Gato', 'raza': 'see', 'edad': 9, 'propietario': 4418}, {'id': 9771, 'nombre': 'James', 'especie': 'Conejo', 'raza': 'over', 'edad': 17, 'propietario': 4418}, {'id': 10518, 'nombre': 'Kathy', 'especie': 'Loro', 'raza': 'we', 'edad': 13, 'propietario': 4418}, {'id': 10581, 'nombre': 'Michelle', 'especie': 'Loro', 'raza': 'avoid', 'edad': 17, 'propietario': 4418}, {'id': 10621, 'nombre': 'Brian', 'especie': 'Iguana', 'raza': 'throw', 'edad': 8, 'propietario': 4418}]"
4419,Joshua Hamilton,lesliejimenez@example.com,13179889415,"[{'id': 3892, 'nombre': 'Frank', 'especie': 'Iguana', 'raza': 'inside', 'edad': 2, 'propietario': 4419}]"
4420,Misty Smith,stephaniemerritt@example.org,3758197425,"[{'id': 10335, 'nombre': 'William', 'especie': 'Gato', 'raza': 'central', 'edad': 11, 'propietario': 4420}, {'id': 10607, 'nombre': 'Jason', 'especie': 'Iguana', 'raza': 'race', 'edad': 9, 'propietario': 4420}]"
4421,Christina Hernandez,becky42@example.net,5374312392047,"[{'id': 1067, 'nombre': 'Kelly', 'especie': 'Conejo', 'raza': 'itself', 'edad': 15, 'propietario': 4421}, {'id': 7417, 'nombre': 'Robin', 'especie': 'Iguana', 'raza': 'what', 'edad': 19, 'propietario': 4421}]"
4422,Mark Bond,jessecherry@example.org,2539924108,"[{'id': 1304, 'nombre': 'Amanda', 'especie': 'Conejo', 'raza': 'thing', 'edad': 7, 'propietario': 4422}, {'id': 5814, 'nombre': 'John', 'especie': 'Iguana', 'raza': 'finish', 'edad': 5, 'propietario': 4422}, {'id': 6122, 'nombre': 'Rebecca', 'especie': 'Perro', 'raza': 'during', 'edad': 14, 'propietario': 4422}]"
4423,Mark Howard,bnelson@example.com,3257578125,"[{'id': 2651, 'nombre': 'Alexis', 'especie': 'Loro', 'raza': 'usually', 'edad': 4, 'propietario': 4423}, {'id': 3022, 'nombre': 'Johnathan', 'especie': 'Loro', 'raza': 'thousand', 'edad': 16, 'propietario': 4423}]"
4424,Pamela Valdez,melissathomas@example.net,6368447960,"[{'id': 3297, 'nombre': 'Danielle', 'especie': 'Iguana', 'raza': 'improve', 'edad': 7, 'propietario': 4424}, {'id': 7793, 'nombre': 'Duane', 'especie': 'Iguana', 'raza': 'light', 'edad': 19, 'propietario': 4424}]"
4425,Amanda Oconnor,wilsonlynn@example.net,5835550050,[]
4426,Charles Le,cindyadams@example.org,5136899852,"[{'id': 4038, 'nombre': 'Jodi', 'especie': 'Conejo', 'raza': 'page', 'edad': 8, 'propietario': 4426}, {'id': 8355, 'nombre': 'Kenneth', 'especie': 'Gato', 'raza': 'family', 'edad': 11, 'propietario': 4426}, {'id': 10345, 'nombre': 'Shawn', 'especie': 'Perro', 'raza': 'hold', 'edad': 5, 'propietario': 4426}]"
4427,Shannon Smith,emily71@example.com,2504801565,"[{'id': 4605, 'nombre': 'Mark', 'especie': 'Conejo', 'raza': 'somebody', 'edad': 11, 'propietario': 4427}, {'id': 5098, 'nombre': 'Daniel', 'especie': 'Gato', 'raza': 'break', 'edad': 5, 'propietario': 4427}, {'id': 6764, 'nombre': 'Glenn', 'especie': 'Conejo', 'raza': 'professor', 'edad': 12, 'propietario': 4427}, {'id': 7246, 'nombre': 'Lisa', 'especie': 'Loro', 'raza': 'culture', 'edad': 10, 'propietario': 4427}, {'id': 10637, 'nombre': 'Kevin', 'especie': 'Perro', 'raza': 'traditional', 'edad': 2, 'propietario': 4427}]"
4428,Cody Burch,garnermatthew@example.org,208402897652141,"[{'id': 4028, 'nombre': 'Louis', 'especie': 'Perro', 'raza': 'western', 'edad': 3, 'propietario': 4428}, {'id': 6594, 'nombre': 'Gregory', 'especie': 'Iguana', 'raza': 'economy', 'edad': 13, 'propietario': 4428}, {'id': 10855, 'nombre': 'Amanda', 'especie': 'Perro', 'raza': 'serious', 'edad': 20, 'propietario': 4428}, {'id': 11926, 'nombre': 'Elizabeth', 'especie': 'Iguana', 'raza': 'ago', 'edad': 15, 'propietario': 4428}]"
4429,Christopher Ford,mcdonaldwilliam@example.com,412328849637281,"[{'id': 5399, 'nombre': 'Cynthia', 'especie': 'Loro', 'raza': 'manager', 'edad': 11, 'propietario': 4429}, {'id': 6534, 'nombre': 'Austin', 'especie': 'Perro', 'raza': 'last', 'edad': 5, 'propietario': 4429}, {'id': 11637, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'sometimes', 'edad': 5, 'propietario': 4429}]"
4430,Wesley Howard,patrick28@example.net,140681634365014,"[{'id': 6340, 'nombre': 'Christopher', 'especie': 'Conejo', 'raza': 'gas', 'edad': 7, 'propietario': 4430}, {'id': 6933, 'nombre': 'Kimberly', 'especie': 'Iguana', 'raza': 'according', 'edad': 7, 'propietario': 4430}, {'id': 7298, 'nombre': 'Carlos', 'especie': 'Iguana', 'raza': 'wind', 'edad': 15, 'propietario': 4430}]"
4431,Michelle Middleton,hannahenglish@example.org,2858027947,"[{'id': 3696, 'nombre': 'Michael', 'especie': 'Iguana', 'raza': 'degree', 'edad': 6, 'propietario': 4431}, {'id': 11255, 'nombre': 'Carol', 'especie': 'Loro', 'raza': 'mean', 'edad': 4, 'propietario': 4431}]"
4432,Cheryl Weber,sarah19@example.net,1301616529115029,"[{'id': 552, 'nombre': 'John', 'especie': 'Conejo', 'raza': 'between', 'edad': 12, 'propietario': 4432}, {'id': 3711, 'nombre': 'Brian', 'especie': 'Perro', 'raza': 'call', 'edad': 14, 'propietario': 4432}]"
4433,Mark Meyers,marshalljames@example.org,00181568722463716,"[{'id': 2198, 'nombre': 'Danielle', 'especie': 'Conejo', 'raza': 'direction', 'edad': 15, 'propietario': 4433}, {'id': 9720, 'nombre': 'Edward', 'especie': 'Gato', 'raza': 'trial', 'edad': 14, 'propietario': 4433}]"
4434,Manuel Morgan,bradley87@example.net,1433545886639869,[]
4435,Anne Ramirez,david20@example.org,6745839514,"[{'id': 3750, 'nombre': 'Latasha', 'especie': 'Loro', 'raza': 'send', 'edad': 14, 'propietario': 4435}, {'id': 7105, 'nombre': 'Jerry', 'especie': 'Gato', 'raza': 'subject', 'edad': 10, 'propietario': 4435}, {'id': 12315, 'nombre': 'Bridget', 'especie': 'Loro', 'raza': 'future', 'edad': 12, 'propietario': 4435}]"
4436,Steven Perez,susan57@example.org,9086499773,"[{'id': 209, 'nombre': 'Michael', 'especie': 'Perro', 'raza': 'industry', 'edad': 10, 'propietario': 4436}, {'id': 4620, 'nombre': 'Aaron', 'especie': 'Perro', 'raza': 'president', 'edad': 13, 'propietario': 4436}, {'id': 4726, 'nombre': 'Michael', 'especie': 'Conejo', 'raza': 'describe', 'edad': 16, 'propietario': 4436}]"
4437,Brad Bridges,nathaniel89@example.com,88177930043911,"[{'id': 1125, 'nombre': 'Carol', 'especie': 'Loro', 'raza': 'TV', 'edad': 18, 'propietario': 4437}, {'id': 4660, 'nombre': 'Eric', 'especie': 'Conejo', 'raza': 'finish', 'edad': 3, 'propietario': 4437}, {'id': 7022, 'nombre': 'Richard', 'especie': 'Gato', 'raza': 'two', 'edad': 12, 'propietario': 4437}, {'id': 8749, 'nombre': 'Marcus', 'especie': 'Loro', 'raza': 'wear', 'edad': 1, 'propietario': 4437}]"
4438,Jennifer Gibson,caseynixon@example.net,1725995652667455,"[{'id': 5248, 'nombre': 'Alan', 'especie': 'Gato', 'raza': 'car', 'edad': 12, 'propietario': 4438}, {'id': 10909, 'nombre': 'Adam', 'especie': 'Conejo', 'raza': 'audience', 'edad': 4, 'propietario': 4438}, {'id': 11400, 'nombre': 'Carlos', 'especie': 'Iguana', 'raza': 'bank', 'edad': 3, 'propietario': 4438}]"
4439,Samantha Monroe,crystal22@example.org,65566620527079,"[{'id': 7799, 'nombre': 'Cheryl', 'especie': 'Gato', 'raza': 'since', 'edad': 18, 'propietario': 4439}, {'id': 8185, 'nombre': 'Kirsten', 'especie': 'Conejo', 'raza': 'form', 'edad': 3, 'propietario': 4439}, {'id': 9180, 'nombre': 'Joseph', 'especie': 'Gato', 'raza': 'standard', 'edad': 17, 'propietario': 4439}, {'id': 9359, 'nombre': 'James', 'especie': 'Loro', 'raza': 'reflect', 'edad': 19, 'propietario': 4439}, {'id': 10247, 'nombre': 'Jennifer', 'especie': 'Loro', 'raza': 'similar', 'edad': 16, 'propietario': 4439}]"
4440,Jasmine Le,ianmcdaniel@example.org,00166293384100994,"[{'id': 2882, 'nombre': 'Kevin', 'especie': 'Iguana', 'raza': 'interview', 'edad': 1, 'propietario': 4440}, {'id': 8417, 'nombre': 'Juan', 'especie': 'Iguana', 'raza': 'interview', 'edad': 9, 'propietario': 4440}, {'id': 11366, 'nombre': 'Hector', 'especie': 'Loro', 'raza': 'behavior', 'edad': 12, 'propietario': 4440}]"
4441,Anthony Sutton,tiffany52@example.com,3423505159,"[{'id': 10017, 'nombre': 'Cynthia', 'especie': 'Iguana', 'raza': 'you', 'edad': 17, 'propietario': 4441}]"
4442,Tina Harper,roberto38@example.com,3412594797821,"[{'id': 12146, 'nombre': 'Bryan', 'especie': 'Loro', 'raza': 'sea', 'edad': 8, 'propietario': 4442}]"
4443,Brenda Harper,ballkimberly@example.org,5305795509,"[{'id': 1723, 'nombre': 'Anna', 'especie': 'Perro', 'raza': 'story', 'edad': 15, 'propietario': 4443}, {'id': 3466, 'nombre': 'Brandon', 'especie': 'Loro', 'raza': 'thus', 'edad': 11, 'propietario': 4443}, {'id': 9170, 'nombre': 'John', 'especie': 'Perro', 'raza': 'race', 'edad': 14, 'propietario': 4443}]"
4444,Melissa Marshall,vcunningham@example.net,13594001058,"[{'id': 653, 'nombre': 'Deborah', 'especie': 'Iguana', 'raza': 'either', 'edad': 19, 'propietario': 4444}, {'id': 2731, 'nombre': 'Juan', 'especie': 'Perro', 'raza': 'start', 'edad': 20, 'propietario': 4444}, {'id': 3019, 'nombre': 'Abigail', 'especie': 'Iguana', 'raza': 'tax', 'edad': 11, 'propietario': 4444}, {'id': 8150, 'nombre': 'Zachary', 'especie': 'Perro', 'raza': 'begin', 'edad': 14, 'propietario': 4444}]"
4445,John Flores,jonesscott@example.net,14412103893,"[{'id': 1910, 'nombre': 'Jacqueline', 'especie': 'Conejo', 'raza': 'huge', 'edad': 4, 'propietario': 4445}, {'id': 6151, 'nombre': 'Jeffrey', 'especie': 'Perro', 'raza': 'north', 'edad': 11, 'propietario': 4445}, {'id': 6586, 'nombre': 'Eric', 'especie': 'Gato', 'raza': 'recently', 'edad': 7, 'propietario': 4445}, {'id': 10366, 'nombre': 'Jesse', 'especie': 'Gato', 'raza': 'community', 'edad': 6, 'propietario': 4445}]"
4446,Johnny Elliott,wendy86@example.com,6048368834,"[{'id': 3488, 'nombre': 'Richard', 'especie': 'Iguana', 'raza': 'at', 'edad': 8, 'propietario': 4446}, {'id': 5752, 'nombre': 'Justin', 'especie': 'Gato', 'raza': 'level', 'edad': 18, 'propietario': 4446}, {'id': 9974, 'nombre': 'Rebecca', 'especie': 'Iguana', 'raza': 'middle', 'edad': 15, 'propietario': 4446}]"
4447,Deanna Bryan DDS,rebeccahull@example.org,4799013437,"[{'id': 348, 'nombre': 'Taylor', 'especie': 'Gato', 'raza': 'professor', 'edad': 16, 'propietario': 4447}, {'id': 698, 'nombre': 'Steven', 'especie': 'Iguana', 'raza': 'simple', 'edad': 9, 'propietario': 4447}, {'id': 4777, 'nombre': 'Joshua', 'especie': 'Iguana', 'raza': 'effort', 'edad': 17, 'propietario': 4447}, {'id': 6134, 'nombre': 'Jeffery', 'especie': 'Iguana', 'raza': 'season', 'edad': 19, 'propietario': 4447}, {'id': 11652, 'nombre': 'Vanessa', 'especie': 'Loro', 'raza': 'religious', 'edad': 11, 'propietario': 4447}]"
4448,David Hill,dconley@example.net,1507653762291590,"[{'id': 6667, 'nombre': 'Nathan', 'especie': 'Iguana', 'raza': 'result', 'edad': 20, 'propietario': 4448}, {'id': 10656, 'nombre': 'Cheryl', 'especie': 'Loro', 'raza': 'chance', 'edad': 17, 'propietario': 4448}]"
4449,Michael Rush,branchjeffrey@example.net,2457133383905,[]
4450,Dustin Trujillo,juanhoward@example.org,13873265638,"[{'id': 1388, 'nombre': 'Brian', 'especie': 'Perro', 'raza': 'success', 'edad': 2, 'propietario': 4450}, {'id': 4084, 'nombre': 'Mary', 'especie': 'Conejo', 'raza': 'never', 'edad': 20, 'propietario': 4450}, {'id': 8488, 'nombre': 'Marcus', 'especie': 'Gato', 'raza': 'area', 'edad': 12, 'propietario': 4450}]"
4451,Matthew Mason,chris51@example.com,16687752069549,"[{'id': 4519, 'nombre': 'Charles', 'especie': 'Conejo', 'raza': 'college', 'edad': 1, 'propietario': 4451}, {'id': 5066, 'nombre': 'Margaret', 'especie': 'Iguana', 'raza': 'part', 'edad': 10, 'propietario': 4451}, {'id': 9133, 'nombre': 'Lawrence', 'especie': 'Gato', 'raza': 'near', 'edad': 16, 'propietario': 4451}]"
4452,Anna Davis,cunninghammark@example.com,9367964129302,"[{'id': 2691, 'nombre': 'John', 'especie': 'Perro', 'raza': 'develop', 'edad': 5, 'propietario': 4452}, {'id': 4020, 'nombre': 'Joshua', 'especie': 'Perro', 'raza': 'move', 'edad': 17, 'propietario': 4452}, {'id': 8780, 'nombre': 'Thomas', 'especie': 'Gato', 'raza': 'certainly', 'edad': 5, 'propietario': 4452}]"
4453,Kathryn Mendoza,bhoffman@example.com,5743096274249,"[{'id': 4147, 'nombre': 'Holly', 'especie': 'Iguana', 'raza': 'agent', 'edad': 18, 'propietario': 4453}]"
4454,Janice Higgins,wolfrobyn@example.org,8642797130,"[{'id': 2631, 'nombre': 'Deborah', 'especie': 'Gato', 'raza': 'imagine', 'edad': 20, 'propietario': 4454}, {'id': 3113, 'nombre': 'Christina', 'especie': 'Gato', 'raza': 'reach', 'edad': 20, 'propietario': 4454}, {'id': 8168, 'nombre': 'Adam', 'especie': 'Iguana', 'raza': 'room', 'edad': 10, 'propietario': 4454}]"
4455,Scott Gray,cookechristina@example.com,3749641478,"[{'id': 5253, 'nombre': 'John', 'especie': 'Loro', 'raza': 'sure', 'edad': 6, 'propietario': 4455}, {'id': 5296, 'nombre': 'Melissa', 'especie': 'Perro', 'raza': 'physical', 'edad': 4, 'propietario': 4455}, {'id': 5802, 'nombre': 'Charles', 'especie': 'Iguana', 'raza': 'eat', 'edad': 13, 'propietario': 4455}, {'id': 6540, 'nombre': 'Sandra', 'especie': 'Iguana', 'raza': 'itself', 'edad': 16, 'propietario': 4455}, {'id': 7923, 'nombre': 'Kimberly', 'especie': 'Perro', 'raza': 'senior', 'edad': 11, 'propietario': 4455}]"
4456,Tracy Thompson,sandovalbobby@example.net,7284026725518,"[{'id': 1406, 'nombre': 'Joshua', 'especie': 'Conejo', 'raza': 'join', 'edad': 2, 'propietario': 4456}, {'id': 2845, 'nombre': 'Autumn', 'especie': 'Iguana', 'raza': 'sure', 'edad': 16, 'propietario': 4456}, {'id': 6695, 'nombre': 'Tyler', 'especie': 'Gato', 'raza': 'approach', 'edad': 3, 'propietario': 4456}]"
4457,Darius Chapman,sharris@example.net,00135037087003189,"[{'id': 3229, 'nombre': 'Rachel', 'especie': 'Loro', 'raza': 'bring', 'edad': 15, 'propietario': 4457}, {'id': 7108, 'nombre': 'Stacy', 'especie': 'Loro', 'raza': 'often', 'edad': 9, 'propietario': 4457}, {'id': 8389, 'nombre': 'Victor', 'especie': 'Perro', 'raza': 'where', 'edad': 10, 'propietario': 4457}, {'id': 9253, 'nombre': 'Christopher', 'especie': 'Iguana', 'raza': 'relationship', 'edad': 9, 'propietario': 4457}]"
4458,Ashley Parker,dianediaz@example.net,605749328871275,"[{'id': 2101, 'nombre': 'Reginald', 'especie': 'Gato', 'raza': 'ok', 'edad': 15, 'propietario': 4458}, {'id': 5994, 'nombre': 'Joshua', 'especie': 'Conejo', 'raza': 'society', 'edad': 4, 'propietario': 4458}]"
4459,Shane Wallace,joneskaitlyn@example.org,266489381696938,"[{'id': 5850, 'nombre': 'Martha', 'especie': 'Perro', 'raza': 'opportunity', 'edad': 2, 'propietario': 4459}, {'id': 6190, 'nombre': 'Linda', 'especie': 'Conejo', 'raza': 'wide', 'edad': 12, 'propietario': 4459}, {'id': 7677, 'nombre': 'Carlos', 'especie': 'Gato', 'raza': 'apply', 'edad': 5, 'propietario': 4459}]"
4460,Darren Jones,smithteresa@example.org,9753521050,"[{'id': 9853, 'nombre': 'Nicholas', 'especie': 'Conejo', 'raza': 'something', 'edad': 6, 'propietario': 4460}, {'id': 11777, 'nombre': 'Nancy', 'especie': 'Iguana', 'raza': 'although', 'edad': 15, 'propietario': 4460}]"
4461,David Jones,phicks@example.org,8466797201,"[{'id': 9724, 'nombre': 'Lynn', 'especie': 'Loro', 'raza': 'final', 'edad': 20, 'propietario': 4461}]"
4462,Samantha Morris,wramirez@example.net,4877641575,"[{'id': 1252, 'nombre': 'Cheryl', 'especie': 'Perro', 'raza': 'sign', 'edad': 12, 'propietario': 4462}, {'id': 10351, 'nombre': 'Thomas', 'especie': 'Conejo', 'raza': 'believe', 'edad': 17, 'propietario': 4462}]"
4463,Sharon Carr,johnjackson@example.org,2643515096,"[{'id': 1296, 'nombre': 'Kimberly', 'especie': 'Perro', 'raza': 'care', 'edad': 19, 'propietario': 4463}, {'id': 2744, 'nombre': 'Robert', 'especie': 'Iguana', 'raza': 'specific', 'edad': 11, 'propietario': 4463}, {'id': 7307, 'nombre': 'Mark', 'especie': 'Loro', 'raza': 'cold', 'edad': 17, 'propietario': 4463}]"
